Name,ShortName,StartDate,City,Country,ExternalUrl
"International Conference on ""Computational Innovations and Engineering Sustainability""",ICCISES2025,2025-04-23T18:30:00Z,Coimbatore,India,https://www.psgtech.edu/ICCISES25/
IEEE Bangalore Humanitarian Technology Conference- 2025,BHTC2025,2025-04-24T18:30:00Z,Belagavi,India,https://bhtc-2025.ieeebangalore.org
INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE AND MANAGEMENT,ICCSM2025,2025-04-24T18:30:00Z,Panipat,India,https://geetauniversity.edu.in/3rd-international-conference-on-computational-science-and-management-iccsm-2025/
International Conference on Next Generation Computing-2K25 ,ICNGC2025,2025-04-24T18:30:00Z,Pune,india,https://engg.dypvp.edu.in/DPUConference/index.html
International Conference on Computing in Emerging Areas,ICCTEA2025,2025-04-24T18:30:00Z,KOLKATA,INDIA,https://www.brainwareuniversity.ac.in/conference/2025/icctea/
"International Conference on Water, Environment, Energy & Society",ICWEES2025,2025-04-22T18:30:00Z,KARAIKAL,INDIA,https://icwees2025.com/
2nd International Conference on Engineering and Technological Innovation For Sustainable Development (2025),ICETISD2025,2025-04-23T18:30:00Z,Jaipur,India,https://icetisd.poornima.edu.in/
Recent Advances in Computational and Mathematical Techniques 2025,RACMT2025,2025-04-24T18:30:00Z,Jodhpur,India,https://racmt.jietjodhpur.ac.in/
6th International Conference on Green Computing,UEMGREEN2025,2025-04-24T18:30:00Z,KOLKATA,INDIA,https://sites.google.com/view/uemgreen2025
"The international conference on science and technology of emerging materials - International Conference on Engineering, Applied Sciences and Technology 2025",STEMAICEAST2025,2025-04-23T17:00:00Z,Beijing,CHINA,https://www.siitec.kmitl.ac.th/STEMa-ICEAST/
New Sounds 2025: The 11th International Symposium on the Acquisition of Second Language Speech,NewSounds2025,2025-04-23T08:00:00Z,Toronto,Canada,https://newsounds2025.artsci.utoronto.ca/
UK Association for Computational Mechanics (UKACM) conference 2025,UKACM2025,2025-04-23T08:00:00Z,London,UK,https://sites.google.com/view/ukacm2025conference/home
The 7th International Conference on  Activity and Behavior Computing,ABC2025,2025-04-21T08:00:00Z,"Abu Dhabi,",UAE,https://abc-research.github.io/2025
Theology and Integral Ecology: New Approaches to our Planetary Crisis ,TIE2025,2025-04-24T08:00:00Z,Oxford,United Kingdom,https://lsri.campion.ox.ac.uk/conference2025
5th International Artificial Intelligence and Data Science Congress,ICADA2025,2025-04-24T08:00:00Z,Zonguldak,Turkey,http://icada.com.tr
"FOURTH INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN  ELECTRICAL, ELECTRONICS, UBIQUITOUS COMMUNICATION  AND COMPUTATIONAL INTELLIGENCE",RAEEUCCI2025,2025-04-23T08:00:00Z,Kattankulathur,India,https://www.srmist.edu.in/events/raeeucci-2025/
MRCON 2025 6th International Conference,MRCON2025,2025-04-24T08:00:00Z,Faridabad,India,https://manavrachna.edu.in/slm/mrcon/
2025 4th International Conference Innovation in Computing,ICIC2025,2025-04-24T08:00:00Z,"Landran, Mohali",India,https://icic.co.in/
CI-INOVADOR: UFRGS Workshop and Job Fair,CIINOVADORWorkshop2025,2025-04-24T08:00:00Z,Porto Alegre,Brazil,https://www.inf.ufrgs.br/inova-me/ci-inovador-ufrgs-workshop-and-job-fair/
InterNetWorking Conference -  Intercultural Week 2025,INW2025,2025-04-22T07:00:00Z,Porto,Portugal,https://inw.ese.ipp.pt/?page_id=38&lang=en
2025 IEEE Kansas Power and Energy Conference,IEEEKPEC2025,2025-04-24T05:00:00Z,Manhattan,United States,https://www.kpec-ksu.org/home
13th International Symposium on Digital Forensics and Security,ISDFS2025,2025-04-24T04:00:00Z,"Boston, MA",USA,https://isdfs.org/
16th International Conference on Complex Networks,CompleNet2025,2025-04-21T23:00:00Z,Fortaleza,Brazil,http://complenet.weebly.com
13th International Workshop on Biometrics and Forensics,IWBF2025,2025-04-23T22:00:00Z,Munich,Germany,https://www.unibw.de/iwbf2025/
Intelligence in Business and Industry - IBI,IBI2025,2025-04-23T22:00:00Z,Tunis,Tunisia,https://ibi.ieee.tn/
International Conference on Integrating Cognitive Science and Computational Intelligence (ICSCI),ICSCI2025,2025-04-23T18:30:00Z,Hyderabad, India,https://icsci2025.aircwou.in/index.html
International Conference on Sustainable Developments in Computational Optimization and Intelligent systems,ICSDCOIS2025,2025-04-23T18:30:00Z,"Sangrur, Punjab",India,https://bgiet.ac.in/international-conference-on-sustainable-developments-in-computational-optimization-and-intelligent-system
The Third International Conference on Curricula and Teaching Methods,3thICCTM2025,2025-04-23T08:00:00Z,Obari,Libya,https://sebhau.edu.ly/icctm
2nd International Conference on Sustainable Business Practices and Innovative Models-2025,ICSBPIM2025,2025-04-23T08:00:00Z,Ghaziabad,India,https://sbmconferencencr.christuniversity.in/?page=home
The Third Algerian Symposium on Renewable Energy and Materials,ASREM2025,2025-04-24T08:00:00Z,Medea,Algeria,https://www.univ-medea.dz/asrem25/
2025 General Donald R. Keith Memorial Capstone Conference,GDRKMCC2025,2025-04-24T04:00:00Z,West Point,United States,https://www.westpoint.edu/academics/departments/systems-engineering/capstone-conference
The 7th International Conference on Pattern Analysis and Intelligent Systems ,PAIS2025,2025-04-22T23:00:00Z,Laghouat,Algeria,http://pais.lagh-univ.dz/index.php
"International Conference on Banking, Finance, and Business",ICBFB2025,2025-04-21T20:00:00Z,Muscat,Sultanate of Oman,https://apps.cbfs.edu.om/ICBFB2025
"The International Conference on Business, Communication, and Technology (ICBCT 2025)",ICBCT2025,2025-01-12T20:00:00Z,Muscat,Oman,https://gulfcollege.edu.om/the-international-conference-on-business-communication-and-technology-icbct-2025-5/
2025全國管理實務與學術研討會,NMPAS2025,2024-11-20T16:00:00Z,桃園市Taoyuan City,臺灣Taiwan,https://www.ba.uch.edu.tw/zh_tw/A1/conference
First AIOU National Conference on Computing and Technology,NCCT2025,2025-04-23T08:00:00Z,Islamabad,Pakistan,https://ncct.aiou.edu.pk/
"Soft Robots for Humanitarian Assistance, Reconnaissance, Disasters, Exploration, and Recovery (HARDER)",HARDER2025,2025-04-23T08:00:00Z,Lausanne,Switzerland,https://harder-workshop.github.io/robosoft_2025/
"5th International Conference on ICT for Digital, Smart, and Sustainable Development",ICIDSSD2025,2025-04-21T18:30:00Z,New Delhi,India,https://www.jamiahamdard.ac.in/icidssd/
The Second International Conference on Sustainability and Emerging Technologies for Smart Manufacturing 2025,SETSM2025,2025-04-21T17:00:00Z,Hanoi,Vietnam,https://setsm.org/index.html
6th International Conference of Genetic and Biotechnology Institute,ICGEBI2025,2025-04-19T21:00:00Z,Baghdad,Iraq,https://icgebi.uobaghdad.edu.iq
Bridge 2025: International Conference on Chinese Education & First Expo of Specialized Chinese Programs and Study Abroad Projects,BRIDGE2025,2025-04-18T08:00:00Z,"Santa Barbara, CA",USA,https://sites.google.com/view/bridge2025/home
3rd International Conference on Women Researchers in Electronics and Computing,WREC2025,2025-04-18T08:00:00Z,Jalandhar,India,https://wrec.vercel.app/
"International Conference on Next-Gen Computing, Communication, Networks and Systems ",ICNCS2025,2025-04-18T07:00:00Z,Jaipur,India,https://icncs.skit.ac.in
International Conference on Distributed Computing and Communication Systems (ICDCCS 2025),ICDCCS2025,2025-04-18T08:00:00Z,Tiptur,India,https://icdccs.co.in/
International Conference on Innovative Approaches and Applications for Sustainable Development,I2ASD2025,2025-04-16T23:00:00Z,Meknès,Morocco,https://www.i2asd.com/
Artificial Intelligence and Natural Language 2025,AINL2025,2025-04-17T21:00:00Z,Novosibirsk,Russia,https://ainlconf.ru
International Conference on Smart and Sustainable Computing Technologies,ICSSCT2025,2025-04-17T18:30:00Z,"Faridabad, Haryana",India,https://www.lingayasvidyapeeth.edu.in/ICSSCT/
International Conference on Engineering Trends in Education Systems and Sustainability,ICETESS2025,2025-04-17T18:15:00Z,Jaipur,INDIA,https://jecrcconference.in/icetess2025/
 2025 10th Asia Conference on Power and Electrical Engineering,ACPEE2025,2025-04-14T16:00:00Z,Beijing,China,https://acpee.net/
 International Conference on AI for the Oceans,ICAIO2025,2025-04-16T08:00:00Z,Chennai,India,http:// https://www.aiforoceans2025.com/
Association of Ancient Historians Annual Meeting,AAH2025,2025-04-16T08:00:00Z,Cincinnati,United States,https://classics.uc.edu/aah-2025
International Conference on Digital Technologies and Applications,ICDTA2025,2025-04-17T08:00:00Z,Ifrane,Morocco,https://icdta.ma/important-dates
The 2nd International Conference on Economics and Business in the Digital Era,iCEBD2025,2025-04-18T08:00:00Z,Ho Chi Minh,Viet Nam,https://www.uef.edu.vn/icebd-2025
INTERNATIONAL CONFERENCE ON BUSINESS INTELLIGENCE FOR TECHNOLOGY INNOVATION,ICBITI2025,2025-04-16T08:00:00Z,DUBAI,United Arab Emirates,https://biti.gaftim.com/
 Turkey Computational Social Science Conference 2025,TCSS2025,2025-04-18T08:00:00Z,Istanbul,Turkey,https://ccss.ku.edu.tr/tcss-2025/
2nd International conference on Role of Blockchain in Digital Forensics and Cyber Security,BDFCS2025,2025-04-18T08:00:00Z,Gandhinagar,India,http://bdfcs.in/
International Workshop on AI Tools & Techniques for Next-Gen Computing,AITNC2025,2025-04-18T08:00:00Z,Jaipur,India,https://aitnc.skit.ac.in/
International Conference on Advanced Sustainability Engineering and Technology,ICASET2025,2025-04-16T23:00:00Z,Kenitra,Morocco,https://icaset-conf.com
AFRICAN ENGINEERING EDUCATION FORUM,AEEF2024,2025-04-16T23:00:00Z,Marrakech,Morocco,https://africaeef.org
Artificial Intelligence for Digital Learning Environments: Real-World Case Studies and Applications,AIDLE2025,2025-04-16T23:00:00Z,IFRANE,MOROCCO,https://sites.google.com/view/aidle2025worshop/contact
"2025 IEEE International Conference on Simulation, Modeling, and Programming for Autonomous Robots (SIMPAR)",IEEESIMPAR2025,2025-04-13T22:00:00Z,Palermo,Italy,https://www.simpar2025.org/
2nd IEEE International Conference on Data Science And Business Systems,IEEEICDSBS2025,2025-04-16T18:30:00Z,Chennai,India,https://www.srmist.edu.in/events/international-conference-on-data-science-and-business-systems/
"2nd International Conference on Microwave, Antennas & Circuits 2025",ICMAC2025,2025-04-16T08:00:00Z,Islamabad,Pakistan,https://icmac.seecs.edu.pk/
International Conference on Computing and Emerging Technologies for a Sustainable Planet,ICCETSP2025,2025-04-16T08:00:00Z,Chennai,INDIA,https://www.iccetsp25.org/
INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING AND DATA ANALYTICS,ICICDA2026,2025-04-16T08:00:00Z,Chennai,India,https://www.icicdasrmvdp.com/
Urban Transformation in the EU. Challenges and Opportunities,UTEU2025,2025-04-17T07:00:00Z,Bratislava,Slovakia,https://pm4u.priestoroveplanovanie.sk/content/events/event-uteu/
2025 Southeastern School Behavioral Health Conference,SSBHC2025,2025-04-16T04:00:00Z,"Myrtle Beach, South Carolina",USA,https://schoolbehavioralhealth.org/call-for-proposals/
International Conference on Functional Materials and Renewable Energies: 5th Edition,COFMER2025,2025-04-14T23:00:00Z,Tangier,Morocco,https://www.cofmer.com/
CIE International Conference on Internationalisation,ISTCIEICI2025,2025-04-15T23:00:00Z,Ilorin,Nigeria,https://cie.unilorin.edu.ng/call-for-papers-international-conference-on-globalizing-education/
International Conference on Advances in Materials and Engineering 2025,ICAMEconf2024,2025-04-15T18:30:00Z,TIRUPATI,INDIA,https://www.strf.info/icame25.html
Fifth IEEE International Conference on Computing and Communications Technologies (ICCCT'25),ICCCTconf2025,2025-04-15T18:30:00Z,Chennai,India,https://www.sairam.edu.in/iccct25
"2nd International Conference on Recent Advances in Artificial Intelligence, Computer Vision & Smart Systems ",ICRACS2025,2025-04-15T18:30:00Z,"Jaipur, Rajasthan",India,https://icracs.poornima.org/
Teaching Arabic to Non-Native Speakers in the Age of Technology and Artificial Intelligence: Challenges and Opportunities,ICLLSS2025,2025-04-15T08:00:00Z,Rabat,Morocco,https://flshr-um5.ac.ma/ar/icllss2025
11th Symposium on Chemistry and Chemical Engineering,11SCCE2025,2025-04-14T23:00:00Z,"Bordj El-Bahri, Algiers",Algeria,http://www.emp.mdn.dz/events/scce/index.html
Global Summit of Digital Health,HealthTech2025,2025-04-13T23:00:00Z,Marrakech,Morocco,https://healthtech-congress.org/
The 11th International Conference on Fluid Power Transmission and Control,ICFP2025,2025-04-13T16:00:00Z,Hangzhou,China,http://www.icfp-2025.org/
"NCCC-134 Conference on Applied Commodity Price Analysis, Forecasting, and Market Risk Management 2025",NCCC134conf2025,2025-04-14T05:00:00Z,Chicago,United States,https://farmdoc.illinois.edu/nccc134/submissions
4th International Conference on Radiations And Applications,ICRAA2025,2025-04-12T23:00:00Z,Algiers,Algeria,http://icraa-dz.com
"First International Conference On Artificiel Intelligence,  Smart Technologies And Communications 2025",AISTC2025,2025-04-13T23:00:00Z,CHLEF,Algeria,https://www.univ-chlef.dz/AISTC2025/
World Immersive Learning Labs Symposium 2025,WILL2025,2025-04-12T16:00:00Z,Kyoto,Japan,https://worldlearninglabs.com/
The 1st International Conference on concrete and circular economy,CCE2025,2025-04-10T08:00:00Z,Hammamet,Tunisia,http://cce2025.com/
2nd International Conference on Business Intelligence and Data Analytics,BIDA2025,2025-04-12T08:00:00Z,Bangalore,India,https://scrs.in/conference/bida2025
INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND SUSTAINABLE DEVELOPMENT,ICAISD2024,2025-04-11T23:00:00Z,Relizane,ALGERIA,https://web.univ-relizane.dz/icaisd/
14th International Conference on Information Systems and Advanced Technologies,ICISAT2024,2025-04-11T23:00:00Z,Hammamet,Tunisia,https://ijist.net/icisat2025/
International conference on Nextgen Technology and AI for Sustainable future (NTAI2025),NTAI2025,2025-04-11T18:30:00Z,Pune,India,https://ntai2025.indiraicem.ac.in/#/
International Conference on Sustainable Industry 4.0: Innovations for a Greener Future,ICSI2025,2025-04-11T08:00:00Z,Pune,India,https://engg.dypvp.edu.in/ICSI-2025/
International Conference on Advancement in Cyber Security and Digital Forensics,ICACSDF2025,2025-04-10T18:30:00Z,Dehradun,India,https://www.icacsdf.org/
International Conference on Recent Advances in Emerging Computing and Communication Technologies,ICRAECCT2025,2025-04-10T18:30:00Z,Kanpur,India,https://csjmu.ac.in/conferences/icraecct-2025.php
SNIoE Undergraduate Meeting On Multidisciplinary Inquiry and Thought 2.0,SUMMIT2025,2025-04-11T18:30:00Z,Delhi-NCR,India,https://snu.edu.in/summit-2.0/
"1st International Conference in Pathway of Electrical, Automation, Communication and Electronics",PEACE2025,2025-04-10T18:30:00Z,Tiruchirappalli,India,https://peace.krct.ac.in/index.html
International Conference on NextGen Data Science and Analytics,NCNDSA2025,2025-04-11T18:30:00Z,Ghaziabad,India,https://ncndsa.christuniversity.in/index.html
INTERNATIONAL CONFERENCE ON ENGLISH FOR OCCUPATIONAL PURPOSES 2025,EOP2025,2024-09-18T17:00:00Z,Ha Noi,Viet Nam,https://www.eop2025.com/
"International Conference on Web3: Tokenization, Technology and Culture",Web32025,2025-04-11T08:00:00Z,Aveiro,Portugal,https://web3.web.ua.pt/
Graduate Research Symposium (2025),GRS2025,2025-04-11T08:00:00Z,Charlotte,United States,https://gpsg.charlotte.edu/graduate-research-symposium/graduate-research-symposium-2025
3rd International Conference on Emerging Power Technologies,ICEPT2025,2025-04-10T08:00:00Z,Topi,Pakistan,https://giki.edu.pk/icept
SYMCOMP 2025 7th International Conference on Numerical and Symbolic Computation Developments and Applications,SYMCOMP2025,2025-04-10T08:00:00Z,Lisbon,Portugal,https://symcomp2025.isel.pt/
9th Workshop on Molecular Communications,MolCom2025,2025-04-09T08:00:00Z,Catania,Italy,https://molecularcommunications.org
XIX Workshop on Semiconductors and Micro & Nano Technology 2025,SEMINATEC2025,2025-04-10T08:00:00Z,Sao Bernardo do Campo,Brazil,https://fei.edu.br/seminatec_2025
2025 8th IEEE International Conference on Energy Conservation and Efficiency,ICECE2025,2025-03-11T08:00:00Z,Lahore,Pakistan,https://icece.kics.edu.pk/2025
2025 4th OPJU International Technology Conference (OTCON) on Smart Computing for Innovation and Advancement in Industry 5.0,OTCON2025,2025-04-09T07:00:00Z,Raigarh,India,https://www.opjuieeeotc.in/
XIV International Congress of Mechatronics Engineering and Automation—CIIMA 2025_v3,CIIMA2025,2025-04-09T07:00:00Z,Medellín,Colombia,https://www.redrima.org/ciima-2025/
Eighth Northeast Regional Conference on Complex Systems,NERCCS2025,2025-04-09T04:00:00Z,Binghamton,USA,https://nerccs2025.github.io
"2025 IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP2025,2025-04-06T04:00:00Z,Hyderabad,India,https://2025.ieeeicassp.org/
Chem4Energy 2025,Chem4Energy2025,2025-04-06T23:00:00Z,Walvis Bay,Namibia,https://eps.leeds.ac.uk/events-conferences/doc/chem4energy-2025
"International Conference On Networking, Intelligent Systems and Security",NISS2025,2025-04-09T23:00:00Z,Tangier/Chefchaouen ,Morocco ,https://niss.medi-asd.org/#
8th Annual APEEN Conference: Energy Flexibility for a Just Transition,APEEN2025,2024-09-24T23:00:00Z,Covilhã,Portugal,https://apeen25.gapeer.ubi.pt
INTERNATIONAL CONFERENCE ON METAVERSE AND CURRENT TRENDS IN COMPUTING,ICMCTC2025,2024-11-17T19:00:00Z,Subang Jaya,Malaysia,http://tmrn.org/icmctc/
Neuroadaptive Technologies Conference 2025,NAT2025,2025-04-07T08:00:00Z,Berlin,Germany,https://neuroadaptive.org/conference/2025/
Startup  for Artificial Intelligence Competition,STARTHON2025,2025-04-08T08:00:00Z,El oued,Algeria,https://aihouse.univ-eloued.dz/Starthon/
2ND INTERNATIONAL SCIENTIFC CONFERENCE IN AGRICULTURE SCIENCES,2NDISCAS2025,2025-04-09T07:00:00Z,BAGHDAD ,IRAQ,https://en.coagri.uobaghdad.edu.iq/iscas/
2nd International Scientific Conference in Agricultural Sciences,ISCAS2025,2025-04-08T21:00:00Z,Baghdad,Iraq,https://en.coagri.uobaghdad.edu.iq/iscas/
International Conference on Research and Practices in Education,ICRPE2025,2025-04-08T08:00:00Z,Islamabad,Pakistan,http://icrpe.aiou.edu.pk
7th International Conference on Smart Computing and Informatics,SCI2025,2025-04-08T08:00:00Z,Kuala Lumpur,Malaysia,https://sciconf.co/
"2nd International Conference on ""Innovation and Regenerative Trends in Tourism and Hospitality Industry"".",IRTTHI2025,2025-04-07T07:00:00Z,Mohali,India,https://www.cuchd.in/conference/srishti-irtthi/ 
2025 IEEE Texas Symposium on Wireless & Microwave Circuits and Systems,TSWMCS2025,2025-04-08T05:00:00Z,Waco,United States,https://texassymposium.org/
6th Polish Conference on Artificial Intelligence,PPRAI2025,2025-04-06T22:00:00Z,Katowice,Poland,https://pp-rai.pl/
10th National Conference on Innovative Computing Techniques,NCICT2025,2025-04-07T08:00:00Z,Chennai,India,https://ncict.drmgrdu.ac.in/
Fundamentals of Software Engineering,FSENposters2025,2025-04-07T07:00:00Z,Västerås,Sweden,https://conf.researchr.org/track/fsen-2025/fsen-2025-posters
UKAT Annual Conference 2025,UKAT2025,2025-04-06T23:00:00Z,London,United Kingdom,http://https:/www.ukat.ac.uk/conference
International Conference on Sustainable Technologies ,SUSTECH2025,2025-04-07T18:30:00Z,Navi Mumbai,India,https://sustech2025.sce.edu.in/
International Conference on Technology and Management for Transformation,ICTMT2025,2025-04-07T18:30:00Z,Kharghar,India,https://ictmt2025.sce.edu.in/
1st International Conference on Technological and Research Advancements in Coastal and Estuarine Systems 2025,TRACE2025,2025-04-06T16:00:00Z,Online,Online,https://www.trace2025.org/
Applied Data Science & Artificial Intelligence Symposium,ADScAI2025,2025-04-07T08:00:00Z,Moratuwa,Sri Lanka,https://adscai.cse.uom.lk
3rd European Summer School on Artificial Intelligence,ESSAI2025,2025-06-29T22:00:00Z,Bratislava,Slovakia,https://essai2025.eu
Speech Pathology Analysis and DEtection,SPADE2025,2025-04-06T08:00:00Z,Hyderabad,India,https://spadeworkshop.github.io/
4th International Conference on Computing and Machine Intelligence,ICMI2025,2025-04-05T08:00:00Z,Mount Pleasant,USA,http://www.icmiconf.com
INTERNATIONAL SEMINAR NEW TECHNOLOGIES AND PROFESSIONS,NTM2025,2025-04-04T08:00:00Z,Medenine,Tunisia,http://www.isetmed.com/seminar/public/
"5th International Conference on Machine Learning, IoT and Big Data (ICMIB2025)",ICMIB2025,2025-04-04T08:00:00Z,Berhampur,India,https://pmec.ac.in/icmib-2025/
THE SIXTH SCIENTIFIC CONFERENCE FOR ELECTRICAL ENGINEERING TECHNIQUES RESEARCH,EETR2025,2025-04-04T21:00:00Z,Baghdad,Iraq,https://eetr2025.com/
2025 Devices for Integrated Circuit (DevIC 2025),DevIC2025,2025-04-04T18:30:00Z,Kalyani,India,https://edu.ieee.org/in-kgec/devic-2025-home-page/
2025 INTERNATIONAL CONFERENCE ON ADVANCEMENT IN COMMUNICATION AND COMPUTING TECHNOLOGY,INOCON2025,2025-04-03T18:30:00Z,BANGALORE,INDIA,https://inoacc.in/
2ND INTERNATIONAL CONFERENCE TRACK ON ARTIFICIAL INTELLIGENCE HORIZONS & SOCIETY ,ICAIH2025,2025-04-03T15:00:00Z,Sonipat,India,https://www.icaih-etltc.org/
Advances in Materials Manufacturing and Artificial Intelligence Applications,ICAMMAIA2025,2025-04-04T08:00:00Z,Kanpur,India,https://www.icammaia2025.info/home
2nd  International Conference on Trends in Engineering Systems and Technologies,ICTEST2025,2025-04-03T08:00:00Z,Kochi Ernakulam Kerala,India,http://www.ictest.in
SPE Africa Annual Students Congress  2025,SAASC2025,2025-04-03T08:00:00Z,Kano,Nigeria,https://spenigeria.spe.org/saac2025/saac-2025
"INTERNATIONAL CONFERENCE ON ADVANCES IN SCIENCE, ENGINEERING AND TECHNOLOGIES ",ICASETconf2025,2025-04-04T08:00:00Z,Kadapa,India,https://ksrmce.ac.in/ICASET/
Marketing Educators' Association Spring 2025 Conference,MEA2025,2025-04-03T07:00:00Z,Los Angeles,United States,https://www.marketingeducators.org/
International Conference on Innovations in Mechanical Robotics Computing and Biomedical Engineering - ICIMBRE'25,ICIMBRE2025,2025-04-04T07:00:00Z,ERNAKULAM,INDIA,https://sites.google.com/adishankara.ac.in/icimbre25/home?authuser=2
Small Business Institute 2025 Conference,SBIconf2025,2024-04-02T04:00:00Z,New Orleans,United States,https://smallbusinessinstitute.wildapricot.org/page-1257733
2025 IEEE 1st Global Conference on Cognitive Computing and Communication Technology (GC4T25),GC4T2025,2025-04-03T18:30:00Z,Pune,India,https://dypsst.dpu.edu.in/gc4t-25-conference/
2nd INTERNATIONAL CONFERENCE ON ADVANCES IN IOT AND SECURITY WITH AI (ICAISA-2025),ICAISA2025,2025-04-03T18:30:00Z,New Delhi,India,http://www.icaisa2025.com
International Conference on Sustainability in Environmental Development using Intelligent Systems,SEDIS2025,2025-04-03T18:30:00Z,Kodad,India,https://icsedis.in/
"1st International Conference on Artificial Intelligence for Computing, Astronomy and Renewable Energy 2025 (AICARE 2025)",AICARE2025,2025-04-03T18:30:00Z,Kolkata,India,https://aicare.uem.edu.in
"1st International Conference on Microstructure,VLSI,Robotics,Communication, Electrical & Emerging Technologies using AI-ML Algorithms",ICMVRCET2025,2025-03-20T18:30:00Z,Vijayawada,India,https://icmvrcet2025.in/index.html
"International Conference on Smart Materials, Virtual Intelligence and  Robotics Automation using Advanced Electronics and Computational designs",ICSVREC2025,2025-04-03T18:30:00Z,Nandyal,India,https://icsvrec2025.svrec.ac.in/
INTERNATIONAL RESEARCH CONFERENCE ON SMART COMPUTING AND SYSTEMS ENGINEERING 2025,SCSE2025,2025-04-03T07:00:00Z,Colombo,Sri Lanka,https://scse.kln.ac.lk/
4 th International Conference on Innovative Trends in Engineering for Sustainability,ICITES2025,2025-04-02T08:00:00Z,"ARAKKUNNAM, ERNAKULAM",INDIA,https://sites.google.com/view/icites2025/home
2nd International Conference on Computational Intelligence and Network Security,ICCINS2025,2025-04-02T18:30:00Z,Raipur,India,https://iccin.nitrr.ac.in/
1st International Conference on Green Artificial Intelligence and Industrial Applications (GreenAI-2025),GREENAI2025,2025-04-02T18:30:00Z,Hyderabad,India,https://ic-greenai.in/
Management & Entrepreneurial Challenges in Dynamic Business Environment- MEC 2025,MTEC2025,2025-04-02T18:30:00Z,Bengaluru,India,https://cmt3.research.microsoft.com/MTEC2025
5th International Conference on Internet of Things ,ICIoT2025,2025-04-01T18:30:00Z,Kattankulathur,India,https://www.iciot2025.com/
"1st International Conference on Energy, Environment and Green Technology",ICEEGT2025,2025-04-02T18:30:00Z,Kolkata,India,http://www.nitttrkol.ac.in/media/iceegt2025/
International Conference on Smart Technologies in Electronics and Photonic System,ICSTEPS2025,2025-04-02T18:30:00Z,RAJAPALAYAM,INDIA,https://icsteps.ritrjpm.edu.in/
Workshop on Document Understanding and Intelligence at AAAI 2025,DOCUIAAAI2025,2024-09-30T14:00:00Z,PHILADELPHIA,USA,https://sites.google.com/view/docui-aaai25/
Multimodus’25 – 2nd International Conference on Sound and Image in Art & Design,MULTIMODUS2025,2025-04-02T08:00:00Z,Évora,Portugal,https://multimodus.ipportalegre.pt/
Nanovax 2025: Next Generation Countermeasures for Emerging and Re-Emerging Disease,NANOVAX2025,2025-04-02T08:00:00Z,Ames,United States,https://nanovaccine.iastate.edu/nanovax/
 Artificial Intelligence Journal: The 31st Call for Funding,31AIJ2025,2025-04-01T08:00:00Z,Hong Kong,China,https://aij.ijcai.org/funding-opportunities-for-promoting-ai-research/
International Conference on Emerging Technologies 2025,ICETconf2025,2025-04-02T08:00:00Z,Rathnapura,Sri Lanka,https://www.sab.ac.lk/tech/icet
2nd Undergraduate Research Symposium of Technology 2025,URSTech2025,2025-04-02T08:00:00Z,Rathnapura,Sri Lanka,https://www.sab.ac.lk/tech/urstech/index.php
"Second International Conference on Advancements in Materials, Manufacturing & Automation 2025",AMMA2025,2025-04-01T18:30:00Z,Chennai,India,https://www.amrita.edu/events/international-conference-on-advancements-in-materials-manufacturing-automation/
Data Envelopment Analysis (DEA) Workshop - Building Resilient Production Systems,DEAWorkshop2025,2025-03-30T21:00:00Z,Bristol,UK,https://wwwdev.bristol.ac.uk/business-school/research/events/2025/data-envelopment-analysis-dea-workshop.html
InternationalConferenceICRTECCA-2025,ICRTECCA2025,2024-09-14T18:30:00Z,Hyderabad,India,https://www.icrtecca.org/
Content-Aware Caching and Scheduling for Transformer Model Serving,CATSERVE2025,2025-03-31T08:00:00Z,Rotterdam,The Netherlands,https://catserve2025.github.io/cat-serve/
Call for End-User Innovation Projects 2024 Full Proposals,INNOVATIONFULL2024,2025-03-01T08:00:00Z,Lausanne,Switzerland,https://www.datascience.ch/call-for-projects/innovation
Call for Collaborative Research Data Science Projects 2024 Full Proposals,SDSCACADEMIAFULL2024,2025-03-01T08:00:00Z,Lausanne,Switzerland,https://www.datascience.ch/call-for-projects/academia
Call for Collaborative Open Research Data Infrastructure Projects 2024 Full Proposals,ORDESfull2024,2025-03-01T08:00:00Z,Lausanne,Switzerland,https://www.datascience.ch/call-for-projects/ordes
SDSC Call for Collaborative Research Data Science Projects 2024,SDSACADEMIA2024,2025-02-28T23:00:00Z,Lausanne,Switzerland,https://www.datascience.ch/call-for-projects/academia
SDSC Call for End-User Innovation Projects 2024,INNOVATION2024,2025-02-28T23:00:00Z,Lausanne,Switzerland,https://www.datascience.ch/call-for-projects/innovation
SDSC Call for Collaborative Open Research Data Infrastructure Projects 2024,ORDES2024,2025-02-28T23:00:00Z,Lausanne,Switzerland,https://www.datascience.ch/call-for-projects/ordes
Design Doctoral Consortium 2025,DDC2023,2024-12-31T18:30:00Z,Mumbai,India,
3rd International Student Conference on Multidisciplinary and Current Technical Research - 2025,ISCMCTR2025,2025-03-29T08:00:00Z,Gwalior,India,http://iscmctr2025.mitsgwalior.in/
